ClientIP,URL,TimeStamp,IsUrlBlocked
127.0.0.1,http://www.unipune.ac.in/uop_files/js/stmenu.js,2023-10-27 23:14:41.967574,False
127.0.0.1,cdn.jsdelivr.net:443,2023-10-27 23:14:41.973558,False
127.0.0.1,http://www.unipune.ac.in/uop_files/js/puneuniversity_home.js,2023-10-27 23:14:42.098843,False
127.0.0.1,http://www.unipune.ac.in/uop_files/js/topimg_test.js,2023-10-27 23:14:42.100839,False
127.0.0.1,http://www.unipune.ac.in/uop_files/search_n.gif,2023-10-27 23:14:42.292318,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/compendium.png,2023-10-27 23:14:42.343349,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/Kerala.png,2023-10-27 23:14:42.344346,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/academiccalendarl.png,2023-10-27 23:14:42.343349,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/telegram1.png,2023-10-27 23:14:42.344346,False
127.0.0.1,http://www.unipune.ac.in/uop_files/icon_49.gif,2023-10-27 23:14:42.434198,False
127.0.0.1,http://www.google.com/coop/cse/brand?form=cse-search-box&lang=en,2023-10-27 23:14:42.424902,False
127.0.0.1,http://www.unipune.ac.in/uop_files/css/bck.gif,2023-10-27 23:14:42.504044,False
127.0.0.1,http://www.unipune.ac.in/uop_files/icon_47.gif,2023-10-27 23:14:42.555365,False
127.0.0.1,http://www.unipune.ac.in/uop_files/icon_41.gif,2023-10-27 23:14:42.563929,False
127.0.0.1,http://www.unipune.ac.in/uop_files/backlogotop.jpg,2023-10-27 23:14:42.555365,False
127.0.0.1,http://www.unipune.ac.in/uop_files/icon_61.gif,2023-10-27 23:14:42.555365,False
127.0.0.1,www.gstatic.com:443,2023-10-27 23:14:42.574031,False
127.0.0.1,http://www.unipune.ac.in/uop_files/backlnk.jpg,2023-10-27 23:14:42.626892,False
127.0.0.1,http://www.unipune.ac.in/Lastupdatedjs/lastupdate.js,2023-10-27 23:14:42.660421,False
